respondent_id,churned,age,gender,loyalty_level,how_long_a_customer,how_far_away,feel_valued_as_customer,get_often_inspiration,good_product_overview,pick_up_flexibility,fair_prices,looking_forward_to_the_next_12_months,see_improvements_recently,informed_about_new_products,find_productst_i_want,i_enjoy_buying
10362,0,5,2,1,3,1,1,1,1,1,1,1,1,1,1,1
10363,0,5,1,1,4,2,1,1,1,1,2,1,1,1,1,1
10364,0,5,2,1,5,1,2,1,2,1,1,2,1,5,2,4
10365,1,2,,1,2,3,4,4,5,1,1,1,2,,5,3
10366,1,5,,2,2,2,4,5,2,5,4,3,1,,4,2
10367,0,3,2,1,3,,4,1,2,2,1,1,1,2,2,2
10368,0,4,1,2,6,4,1,1,1,1,1,3,1,,1,1
10369,0,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1
1037,1,5,2,1,4,5,5,5,1,5,1,2,1,,5,3
10370,1,2,,1,5,2,5,5,5,3,5,3,2,5,5,5
10371,0,3,2,,1,1,1,4,2,1,2,1,2,,1,1
10372,0,3,2,1,2,2,1,1,1,2,1,1,2,1,2,1
10373,1,4,1,1,4,1,1,1,1,1,1,2,1,,1,1
10374,0,6,2,1,8,2,2,1,4,2,2,4,1,,2,2
10375,0,4,2,1,5,1,2,1,2,2,3,2,2,2,2,2
10376,0,2,1,1,4,1,4,1,2,2,4,1,2,2,4,3
10377,1,4,,1,8,2,5,5,5,5,5,3,4,,5,5
10378,1,3,2,3,5,2,1,1,1,1,1,3,1,,1,2
10379,0,5,2,1,1,1,2,2,4,1,1,4,1,,2,2
1038,1,5,1,1,4,1,3,1,4,2,4,2,2,,3,3
10380,1,3,1,,5,,5,3,5,1,2,3,2,,4,4
10381,1,2,1,1,3,2,4,2,3,1,1,2,2,,1,2
10382,0,2,1,,1,2,1,1,2,1,1,2,1,,1,1
10383,1,3,2,1,3,3,1,5,1,2,2,4,2,,1,2
10384,1,3,1,1,1,4,4,1,2,4,5,2,2,2,2,4
10385,1,2,1,1,3,2,5,4,5,2,4,3,2,3,5,5
10386,0,4,1,3,1,5,1,1,1,1,1,1,1,1,1,1
10387,0,1,2,1,1,1,2,3,2,3,1,2,1,2,3,2
10388,0,5,2,1,6,1,4,2,2,1,1,2,2,,2,3
10389,0,5,2,1,4,2,2,4,2,1,2,4,1,3,1,2
1039,1,2,1,1,3,1,5,1,5,1,1,1,1,,5,5
10390,1,1,2,1,1,1,1,1,3,1,1,3,1,,2,1
10391,0,5,2,1,6,2,2,2,1,1,1,3,1,,1,1
10392,1,4,1,2,1,1,4,4,4,4,4,2,2,,4,4
10393,1,4,1,1,6,2,5,2,4,4,5,3,2,2,4,4
10394,0,3,2,1,5,5,1,1,1,1,1,2,1,,1,1
10395,0,2,1,1,1,2,2,2,2,1,1,2,2,,2,1
10396,0,2,1,1,1,2,3,1,2,1,2,1,1,,4,2
10397,1,1,1,,1,2,5,2,4,1,1,1,1,,1,2
10398,1,2,2,,3,3,1,1,1,1,1,1,1,,1,1
10399,0,2,1,,2,2,1,1,1,1,1,1,1,,1,1
104,0,2,1,,2,2,1,1,2,2,1,1,1,,1,1
1040,1,6,1,1,6,2,2,2,2,2,2,2,2,,2,2
10400,1,1,2,1,2,1,5,2,4,2,2,3,1,,5,2
10401,0,4,2,1,5,3,4,2,2,2,2,3,2,,3,3
10402,0,2,1,,3,1,2,2,2,2,2,1,2,,2,2
10403,1,2,2,1,3,1,4,1,2,1,4,3,2,,2,1
10404,1,4,1,1,4,2,4,5,4,3,2,3,4,,5,5
10405,0,5,1,,3,2,3,1,1,1,5,1,1,,1,1
10406,0,4,1,,1,3,1,1,1,1,1,1,1,,1,1
10407,1,2,1,,3,1,2,1,4,1,2,1,1,,1,1
10408,1,2,1,1,2,1,1,2,4,2,1,2,2,,3,3
10409,0,3,1,,5,4,1,1,1,1,2,1,1,,1,1
1041,1,0,,1,0,,5,1,5,3,3,3,2,,5,5
10410,0,2,2,,1,1,1,1,1,1,1,1,1,,1,1
10411,0,2,1,,2,2,1,1,1,1,2,1,1,,1,1
10412,1,5,2,1,8,1,1,1,1,1,1,3,1,4,1,3
10413,1,4,,1,4,,1,2,2,5,5,4,1,,5,5
10414,0,0,,1,7,3,4,3,3,3,4,3,2,3,2,4
10415,1,4,1,,1,2,2,2,1,2,5,1,1,,2,2
10416,0,5,2,1,3,2,1,2,2,2,1,1,1,,1,2
10417,0,3,1,1,3,4,2,1,2,2,2,1,1,,3,2
10418,1,3,1,1,4,2,2,2,2,4,1,2,1,,2,2
10419,1,4,1,1,6,1,5,5,5,1,5,3,2,,5,5
1042,0,5,1,1,4,2,2,2,2,2,2,1,2,,3,2
10420,0,2,1,1,3,1,1,1,2,1,1,1,1,1,2,1
10421,1,5,2,1,5,,1,2,2,1,2,1,1,,1,1
10422,0,1,1,,1,4,1,2,1,1,2,1,1,,2,2
10423,1,2,1,1,2,2,1,3,3,1,1,1,1,,2,2
10424,0,2,1,1,1,6,1,1,2,4,1,1,1,,2,1
10425,0,2,2,1,2,2,1,4,2,3,1,1,1,,2,2
10426,0,4,1,2,4,2,2,1,1,3,2,2,1,,2,2
10427,1,2,2,,3,6,5,1,4,4,1,1,1,,1,1
10428,0,1,1,1,1,2,4,2,4,2,1,1,2,4,4,2
10429,0,2,1,1,1,1,2,1,2,2,1,2,5,1,1,1
1043,1,3,1,3,2,,1,1,1,5,5,2,2,1,1,2
10430,0,4,1,1,7,2,2,3,2,2,2,2,1,,2,2
10431,1,2,1,,1,2,4,4,2,2,2,4,2,,2,2
10432,0,2,1,1,1,4,1,2,1,1,1,1,2,4,2,1
10433,1,2,1,1,2,2,4,5,4,4,1,4,1,3,4,3
10434,1,5,2,1,4,1,1,2,2,2,1,2,2,4,2,2
10435,0,1,1,1,1,3,2,5,4,4,1,2,2,,4,1
10436,1,4,1,1,1,1,4,2,4,2,2,3,1,3,2,1
10437,1,4,1,1,2,2,4,5,5,4,2,3,2,,4,4
10438,0,2,2,1,2,2,1,2,2,2,1,1,2,,2,1
10439,1,5,2,1,5,5,1,1,1,1,3,1,1,,3,1
1044,0,2,1,,3,2,2,4,2,2,2,1,1,,2,2
10440,0,3,1,,3,2,1,1,1,1,1,1,1,,1,1
10441,0,5,2,1,5,3,4,2,4,4,2,2,2,3,2,2
10442,0,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1
10443,1,5,2,,4,2,4,1,2,2,4,2,1,,3,2
10444,0,5,2,1,5,1,1,1,1,1,1,1,1,,1,1
10445,0,4,2,1,4,5,4,5,5,2,4,3,1,,2,1
10446,0,4,1,1,3,2,1,1,2,4,1,2,2,,1,2
10447,0,3,1,,1,1,2,2,1,1,2,1,1,,1,1
10448,0,5,1,1,3,1,1,1,2,1,1,1,1,,1,1
10449,0,6,2,1,6,1,1,1,1,1,1,1,1,1,1,1
1045,0,5,2,1,5,1,1,1,2,2,1,2,1,,2,2
10450,0,3,1,2,1,3,2,1,2,4,5,1,1,,2,2
10451,1,4,,1,4,1,5,1,4,2,1,3,2,,4,4
10452,0,2,1,1,2,1,1,1,1,1,2,1,1,,1,1
10453,1,2,1,,4,2,5,3,2,5,4,1,2,,1,2
10454,0,6,2,1,8,1,5,1,5,1,4,1,1,1,5,4
10455,1,5,2,1,5,1,4,1,1,4,1,2,1,,4,1
10456,0,3,1,,4,3,1,2,1,1,1,1,1,1,1,1
10457,1,3,2,1,2,2,2,2,5,1,2,2,1,,4,2
10458,0,5,2,1,6,1,1,1,2,1,1,4,2,2,1,1
10459,0,5,,3,1,2,3,2,3,4,3,1,2,3,4,2
1046,1,3,,1,6,,3,2,3,2,1,3,1,,3,1
10460,0,1,2,1,1,2,2,1,1,2,2,2,1,,1,1
10461,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2
10462,0,4,2,1,5,2,1,2,2,3,2,3,3,,2,1
10463,0,2,1,1,2,2,2,1,1,1,2,1,2,,2,1
10464,0,4,1,,8,2,2,2,2,1,3,1,1,,3,2
10465,0,5,1,3,2,2,2,2,2,2,2,1,1,2,2,2
10466,1,4,2,1,4,2,5,2,4,2,2,3,2,,2,4
10467,1,3,2,1,2,2,4,5,5,1,1,3,2,3,4,4
10468,1,2,2,1,2,2,2,1,1,1,1,2,1,,2,1
10469,1,2,2,,3,2,2,2,2,5,2,1,2,,2,2
1047,0,2,1,2,3,1,5,2,3,2,5,1,2,2,2,3
10470,0,2,2,1,3,3,1,1,1,4,2,1,2,,1,2
10471,0,5,2,1,2,1,1,1,1,2,1,1,1,,2,1
10472,0,3,2,1,6,1,2,2,2,1,1,4,1,1,2,1
10473,0,3,2,3,4,3,4,2,1,5,4,1,2,2,2,1
10474,0,2,2,,1,5,1,2,2,1,2,2,1,,2,1
10475,1,3,1,,3,4,5,5,1,3,4,4,1,,2,3
10476,0,3,1,,3,2,1,1,1,2,1,1,1,,1,1
10477,0,2,2,2,2,3,1,1,2,2,1,1,1,,2,1
10478,0,3,2,1,2,2,2,4,4,2,2,3,2,,2,2
10479,0,2,1,1,1,1,3,2,4,2,5,2,5,,2,3
1048,1,3,,1,3,1,3,2,2,1,4,3,2,,3,3
10480,0,5,1,1,5,2,1,2,1,1,1,1,1,,1,1
10481,0,2,2,1,1,1,4,1,4,1,2,3,2,,2,2
10482,1,2,1,1,3,1,2,2,2,2,4,4,2,2,2,2
10483,0,2,2,2,1,1,2,3,2,1,4,1,2,,1,4
10484,1,0,2,1,5,2,4,3,5,1,4,3,2,,3,3
10485,1,5,1,,2,2,2,1,2,4,5,1,1,,2,2
10486,1,3,1,1,6,2,5,3,4,2,3,3,1,,3,2
10487,0,3,2,,1,1,1,1,1,1,4,4,1,,1,1
10488,1,2,1,2,1,3,5,4,4,5,4,1,2,,4,4
10489,0,3,2,,4,1,3,5,1,1,2,4,1,,2,1
1049,1,4,2,1,3,5,3,2,2,2,3,2,2,,1,2
10490,1,2,2,1,2,3,2,2,2,4,2,3,2,2,2,2
10491,1,3,1,1,2,4,2,1,2,2,1,1,2,,4,3
10492,0,2,2,1,1,1,2,2,2,2,2,1,2,,2,1
10493,1,2,1,1,2,1,2,4,5,2,2,3,2,3,3,4
10494,0,3,1,,1,3,1,1,1,1,4,1,1,,1,1
10495,0,1,1,1,1,1,1,2,5,1,1,4,1,2,2,2
10496,0,2,1,1,1,1,2,3,2,2,1,1,2,,1,2
10497,0,1,2,1,1,1,1,1,1,1,1,1,1,,1,1
10498,0,1,1,,1,2,4,4,4,2,3,2,2,,2,3
10499,1,3,,1,7,,5,5,4,5,4,3,2,4,4,5
105,0,5,2,1,3,2,1,1,1,1,1,1,1,,1,1
1050,0,2,1,1,2,4,1,1,1,1,1,1,1,,1,1
10500,0,6,1,1,8,3,1,1,1,1,1,1,1,,1,1
10501,1,2,1,,3,1,2,1,2,2,2,1,2,,2,2
10502,0,5,2,1,8,2,1,1,1,2,2,3,1,,1,2
10503,0,4,,1,4,,5,2,5,2,1,3,2,,5,2
10504,1,5,2,1,3,2,4,4,3,2,4,3,2,4,4,5
10505,0,2,2,1,1,1,1,1,1,1,1,1,1,,1,1
10506,0,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1
10507,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2
10508,0,5,2,1,1,1,1,1,1,1,1,1,1,,1,1
10509,1,4,1,,5,2,5,4,2,1,5,3,1,,1,3
1051,0,5,2,1,7,2,4,2,2,4,2,3,2,,4,3
10510,0,5,2,1,4,1,2,1,2,1,1,1,1,,2,1
10511,1,2,1,1,2,1,5,5,4,5,5,3,1,,5,5
10512,1,5,2,1,7,2,4,2,2,2,5,3,2,,2,2
10513,1,2,5,1,2,2,2,4,5,5,2,1,2,2,4,2
10514,1,2,1,1,1,1,1,5,1,1,1,4,1,,5,1
10515,1,3,2,1,2,2,4,5,4,1,2,3,3,4,4,4
10516,0,2,1,,2,1,2,5,4,1,1,2,1,,4,2
10517,0,5,2,1,1,3,1,1,2,5,4,1,1,,1,1
10518,1,0,2,,4,4,3,2,3,2,4,2,2,,2,4
10519,1,5,,1,5,,5,5,3,1,3,3,2,,2,5
1052,0,5,1,1,5,1,4,4,2,1,4,2,1,,2,2
10520,0,4,1,1,3,1,1,1,1,1,1,2,1,1,1,1
10521,0,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1
10522,0,5,2,1,4,1,1,1,1,1,1,1,1,,2,1
10523,0,5,2,1,1,1,1,1,2,1,1,1,1,,1,1
10524,0,2,1,1,3,1,2,2,2,5,2,3,2,,2,1
10525,0,1,2,1,1,1,1,2,2,2,1,1,2,1,2,1
10526,0,4,2,,1,1,1,2,2,2,2,1,1,,1,1
10527,0,6,1,1,5,3,2,2,4,2,2,2,1,,2,1
10528,0,5,2,,3,1,1,1,2,1,4,1,1,,1,1
10529,0,6,1,1,8,1,1,1,1,1,1,3,1,,1,1
1053,0,3,2,1,4,2,4,5,1,1,1,3,2,,1,4
10530,0,3,1,2,1,3,2,4,2,5,2,1,1,,1,2
10531,0,5,2,1,5,1,5,2,4,3,2,2,1,,4,1
10532,1,5,2,,5,2,5,5,2,5,5,4,2,,2,5
10533,1,2,2,1,3,1,4,2,4,1,2,1,1,2,4,4
10534,1,3,2,,5,3,2,2,2,2,1,1,1,,2,2
10535,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
10536,0,5,2,1,1,1,2,1,2,1,1,4,1,,1,1
10537,1,5,2,1,6,1,5,5,5,5,5,4,1,1,3,3
10538,1,2,1,1,3,1,1,4,2,1,1,4,1,,2,2
10539,1,3,1,,4,1,5,5,2,5,5,2,1,,4,1
1054,1,3,1,2,6,1,5,1,1,1,1,3,1,,1,1
10540,0,5,2,,5,2,1,1,1,1,2,2,1,,1,1
10541,0,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1
10542,0,4,2,1,1,1,2,1,2,1,1,1,2,,1,1
10543,0,4,2,1,2,1,2,1,2,1,1,2,2,,2,1
10544,0,2,1,,1,2,1,1,1,1,1,1,1,,1,1
10545,1,5,2,1,4,1,4,5,5,2,2,3,2,2,2,5
10546,1,2,1,2,2,3,4,2,2,2,4,1,1,,1,2
10547,0,1,1,1,1,1,1,2,1,2,1,1,1,,1,1
10548,1,3,2,,5,3,5,5,5,3,5,2,3,,5,3
10549,1,4,,,3,,5,3,3,2,3,3,2,,4,3
1055,0,5,2,1,3,5,1,1,1,1,2,1,1,,1,1
10550,0,5,1,3,3,2,1,1,1,1,1,3,1,1,1,1
10551,1,2,,1,2,,2,5,5,3,5,3,2,,2,3
10552,1,5,2,1,8,2,3,3,3,4,2,3,2,,3,3
10553,0,1,,3,5,,1,1,2,1,1,1,1,1,1,1
10554,1,5,2,,8,2,1,1,1,1,3,1,1,,1,1
10555,0,1,2,1,1,2,2,3,2,2,1,1,1,1,2,1
10556,0,4,1,1,4,2,2,2,1,2,1,4,1,,2,2
10557,0,5,2,2,4,2,2,1,2,2,1,2,1,,1,1
10558,1,2,1,1,2,3,4,2,2,2,1,2,3,3,4,3
10559,1,5,2,,4,2,4,2,2,2,2,1,2,,2,2
1056,1,3,2,2,4,2,4,1,2,2,2,1,2,,2,2
10560,0,5,2,1,5,1,1,1,1,1,1,1,1,1,1,1
10561,1,4,2,1,6,1,4,4,5,4,1,3,1,,5,2
10562,0,5,2,1,2,1,2,1,3,1,1,2,2,,1,1
10563,0,2,1,1,3,2,2,3,3,2,1,2,2,,4,1
10564,0,1,2,1,1,2,2,2,3,3,1,2,1,3,1,1
10565,0,3,2,1,3,2,2,1,1,1,1,2,1,,1,1
10566,1,2,2,,4,2,4,4,4,2,3,4,1,,2,4
10567,0,5,2,,5,,1,1,1,2,1,1,1,,1,1
10568,0,1,2,1,1,1,1,2,1,1,1,2,1,,2,1
10569,0,5,2,1,5,2,2,1,5,4,2,2,1,,1,2
1057,0,6,,1,5,2,2,1,4,2,2,2,2,4,2,2
10570,0,3,1,3,5,2,1,5,5,1,5,3,3,,4,5
10571,1,2,1,1,2,2,1,1,2,1,1,1,1,2,3,2
10572,1,5,2,1,5,1,5,5,5,5,5,3,1,5,5,5
10573,0,2,2,1,1,3,1,1,2,1,1,1,1,,1,1
10574,0,2,1,2,4,3,1,1,1,1,1,1,1,,1,1
10575,0,5,2,1,5,2,4,1,4,3,2,1,2,,1,2
10576,1,2,1,1,2,2,2,4,4,1,1,3,2,,4,4
10577,1,2,2,3,4,3,4,2,5,4,5,2,2,1,3,3
10578,0,6,1,1,5,4,2,1,4,2,2,4,2,,2,2
10579,1,1,2,1,2,1,2,4,2,2,1,2,1,2,4,2
1058,0,3,2,1,4,1,4,2,4,1,2,2,2,2,4,3
10580,0,3,1,2,4,2,2,1,2,2,1,2,1,,1,1
10581,0,1,2,1,1,3,5,2,3,1,1,1,1,2,4,1
10582,1,2,2,1,3,2,4,4,5,2,2,3,1,,4,4
10583,0,2,1,1,1,1,4,1,2,1,3,3,1,3,2,1
10584,0,3,1,,3,2,2,3,2,1,4,2,1,,2,2
10585,0,5,2,,3,5,1,1,2,1,2,1,1,,1,1
10586,0,3,1,,2,1,1,1,1,1,3,1,1,,1,1
10587,1,1,2,1,2,2,2,3,2,2,1,1,2,2,2,2
10588,0,5,2,1,7,3,2,1,2,2,1,1,2,2,2,2
10589,0,5,2,3,1,1,1,1,2,4,3,1,1,2,2,1
1059,1,3,1,2,2,1,1,4,2,5,5,3,1,,2,2
10590,0,4,1,1,7,3,3,3,3,2,1,4,2,,3,3
10591,1,5,1,1,5,1,5,5,4,2,5,3,1,4,2,2
10592,1,2,2,1,2,2,3,3,2,3,1,4,2,,3,3
10593,0,2,1,1,2,1,2,1,1,2,1,1,1,2,2,2
10594,1,1,5,1,8,7,4,5,5,2,2,2,4,,5,4
10595,1,5,2,1,4,2,2,2,4,4,2,2,2,2,2,2
10596,0,2,2,,1,2,1,4,1,1,2,2,1,,1,1
10597,0,5,1,1,5,3,1,1,1,1,2,1,1,,1,1
10598,0,2,2,1,1,2,3,2,1,1,1,2,1,1,5,1
10599,1,2,1,1,2,1,1,1,1,1,1,2,1,,2,2
106,0,2,2,1,2,2,1,1,1,1,1,1,1,,1,1
1060,1,5,2,,2,1,4,2,4,2,4,4,2,,2,3
10600,1,3,1,1,4,2,5,5,4,5,4,2,5,4,5,5
10601,1,3,1,1,2,2,2,1,1,2,4,1,1,1,1,1
10602,0,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1
10603,1,4,,1,5,2,2,2,3,1,2,4,3,2,3,3
10604,0,6,1,1,5,2,1,2,2,1,1,1,1,2,1,1
10605,0,4,2,,3,2,3,2,3,1,4,1,1,,2,1
10606,1,3,1,1,1,3,1,1,1,1,2,2,3,,1,5
10607,1,4,1,1,1,1,4,5,4,5,5,3,1,5,2,4
10608,0,2,1,1,2,4,1,1,1,1,1,1,1,,1,1
10609,1,3,2,1,3,3,1,2,2,2,1,3,1,5,2,2
1061,0,2,2,1,1,3,1,2,1,1,1,1,1,1,1,1
10610,0,5,2,1,5,1,2,2,2,2,2,1,1,3,1,2
10611,1,3,1,1,1,1,1,4,3,1,1,1,1,3,3,2
10612,0,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1
10613,0,3,1,1,2,2,1,1,1,1,1,1,1,,1,1
10614,0,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1
10615,1,2,1,,2,1,4,1,3,4,1,1,2,,5,4
10616,0,4,1,1,6,3,5,5,2,1,1,1,5,,1,1
10617,0,3,2,1,3,1,4,5,2,5,2,2,2,,4,1
10618,0,2,2,1,2,2,1,1,2,2,1,3,2,,1,2
10619,0,1,2,,1,1,1,2,1,2,1,1,1,,1,1
1062,1,5,1,,4,2,4,3,2,4,4,4,2,,3,2
10620,0,2,1,1,2,3,1,2,1,1,1,1,1,,1,1
10621,0,4,1,1,7,2,1,1,1,1,1,1,1,1,1,1
10622,0,1,2,1,2,1,2,2,3,2,1,1,1,2,2,1
10623,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
10624,0,5,2,1,6,1,2,2,2,2,2,1,2,,2,2
10625,0,3,1,1,4,2,3,3,5,2,2,2,2,5,2,3
10626,1,4,,1,5,,5,5,5,5,5,3,5,,5,5
10627,0,4,1,1,3,1,5,5,5,2,5,4,5,,5,5
10628,0,2,1,1,3,2,1,1,1,1,1,4,1,1,1,1
10629,0,6,2,1,1,2,1,1,1,1,1,1,1,,1,1
1063,0,2,2,,2,2,2,2,2,3,3,2,1,,2,2
10630,1,5,1,1,5,2,3,4,1,4,2,3,1,,3,1
10631,0,2,2,1,1,2,1,5,1,4,1,1,1,1,5,1
10632,0,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1
10633,1,3,1,2,5,5,2,2,1,4,5,3,1,,1,2
10634,0,5,2,,6,2,1,1,1,1,2,4,1,,1,1
10635,0,6,1,1,1,1,1,1,1,1,1,2,1,,2,1
10636,1,3,1,1,4,1,1,5,5,1,5,3,1,,1,5
10637,0,5,2,1,3,1,2,2,2,1,1,2,2,1,1,1
10638,0,4,,1,5,2,4,1,2,2,1,2,1,3,3,2
10639,1,3,1,1,5,7,4,4,2,5,3,3,3,,4,5
1064,0,6,1,1,5,1,1,4,4,1,2,2,2,1,1,1
10640,1,5,2,1,6,1,4,4,4,2,2,3,2,,4,4
10641,0,5,1,1,2,1,2,2,2,1,2,4,2,1,2,2
10642,0,5,1,1,8,1,1,1,1,1,3,1,1,,1,1
10643,0,1,1,1,1,3,2,1,2,1,2,1,1,1,2,2
10644,1,4,2,1,4,2,4,4,5,4,1,3,1,2,2,2
10645,0,6,,1,5,,5,1,3,1,1,1,1,5,5,1
10646,0,2,,3,4,,4,1,1,5,5,1,1,3,1,3
10647,0,4,1,1,5,2,2,5,3,1,2,3,1,3,2,3
10648,0,3,1,2,4,3,1,4,1,1,2,1,1,1,1,1
10649,0,2,1,,1,2,1,4,2,1,1,2,3,,1,2
1065,0,3,2,1,1,2,2,2,2,1,2,1,1,,1,1
10650,0,5,1,2,4,1,1,2,1,2,4,2,1,2,1,1
10651,1,4,1,1,5,3,2,2,5,1,5,2,1,5,1,1
10652,0,0,2,1,7,2,2,2,4,1,4,4,2,2,2,3
10653,0,5,2,1,4,1,1,1,1,1,1,2,1,1,1,1
10654,1,5,2,1,4,2,2,4,5,2,2,3,1,2,2,2
10655,0,5,1,1,4,2,4,4,5,2,5,3,1,1,5,2
10656,0,3,2,2,3,1,1,1,2,2,2,4,1,2,1,1
10657,0,4,1,1,4,1,2,4,1,2,4,2,2,2,3,2
10658,1,3,,1,3,,4,2,4,2,5,3,1,3,4,4
10659,1,4,1,1,6,2,2,1,2,1,2,2,1,1,2,1
1066,1,4,2,,2,1,1,4,2,1,5,3,2,,2,2
10660,0,6,1,1,4,2,2,2,2,3,4,2,2,3,3,3
10661,0,4,1,1,4,1,4,3,2,4,5,3,1,1,1,4
10662,0,3,1,,4,2,3,3,4,3,3,1,1,,3,1
10663,0,4,1,1,5,2,1,4,4,4,1,2,1,2,2,2
10664,1,4,1,,6,3,4,2,4,2,3,2,2,,4,2
10665,1,5,,1,5,,5,3,5,5,5,3,4,1,5,5
10666,1,2,1,,4,1,3,3,3,1,2,1,2,,3,2
10667,1,4,1,1,5,2,0,0,0,0,0,3,0,0,0,0
10668,1,4,,1,5,1,5,5,5,2,4,3,2,2,4,2
10669,1,3,1,1,5,2,3,1,1,2,5,3,2,1,3,5
1067,0,3,1,1,3,2,2,4,4,1,5,2,2,2,2,4
10670,1,4,2,3,3,5,2,2,2,1,2,4,2,2,2,2
10671,1,4,1,1,2,1,2,2,4,1,2,2,2,2,2,2
10672,0,5,2,1,7,2,1,2,1,1,1,2,1,1,1,1
10673,0,2,2,1,1,1,2,2,2,1,1,2,1,2,1,1
10674,1,3,1,1,4,,2,5,4,5,4,3,2,3,5,5
10675,0,4,1,1,1,3,1,2,2,1,1,1,2,1,1,1
10676,1,5,2,1,8,2,1,2,2,1,2,3,2,2,2,4
10677,0,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1
10678,0,2,1,1,1,2,3,4,4,1,3,2,3,2,4,3
10679,1,2,,1,1,3,2,3,4,3,1,3,1,3,4,3
1068,1,5,2,1,7,1,1,1,2,1,1,3,1,,2,1
10680,0,2,1,3,1,1,1,1,1,1,1,1,2,1,2,2
10681,1,1,1,1,1,2,2,2,2,2,1,1,1,2,3,1
10682,0,3,2,1,2,3,1,1,1,1,1,1,2,2,1,1
10683,0,4,2,1,3,2,5,1,2,3,1,1,2,4,1,1
10684,0,3,2,1,1,1,4,4,3,1,1,1,2,3,2,1
10685,0,4,1,1,2,2,2,2,1,1,1,1,1,,2,1
10686,0,4,2,1,3,1,3,2,2,1,2,2,2,3,2,2
10687,1,3,1,1,4,1,5,5,4,5,2,3,2,2,5,5
10688,0,5,1,1,4,1,2,2,1,2,3,1,2,1,2,1
10689,1,2,1,,2,2,3,4,4,1,1,4,3,,5,4
1069,0,5,2,1,8,3,1,1,1,1,1,4,3,,1,3
10690,1,4,1,1,7,2,5,5,4,5,5,3,3,5,5,5
10691,0,5,2,1,2,1,3,5,4,4,1,3,1,2,2,1
10692,1,4,2,1,4,1,5,4,4,4,4,3,4,,4,4
10693,0,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1
10694,1,5,1,1,3,2,1,3,3,3,3,2,1,5,3,1
10695,0,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1
10696,1,4,1,1,3,2,2,5,5,1,5,3,1,,4,5
10697,1,3,1,,4,1,5,5,4,1,5,2,1,,5,5
10698,0,5,2,1,5,1,3,3,2,2,2,1,2,5,2,2
10699,0,5,2,1,6,1,1,1,1,1,1,4,1,,1,1
107,0,4,1,2,1,3,1,1,1,1,1,2,1,,1,1
1070,0,4,2,1,5,2,2,2,1,1,1,2,1,,2,1
10700,0,5,1,1,5,1,1,1,1,1,1,4,1,1,1,1
10701,0,4,1,1,2,2,4,2,4,2,2,3,2,4,1,2
10702,0,2,2,1,2,1,2,3,3,1,1,1,1,4,1,1
10703,1,5,2,1,4,3,5,2,4,1,4,3,2,,2,4
10704,0,5,1,1,2,2,4,5,4,2,4,2,2,4,4,2
10705,0,2,2,1,1,2,1,3,2,1,1,2,1,1,1,1
10706,0,5,2,1,8,1,1,2,4,1,2,4,2,4,1,2
10707,0,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1
10708,0,6,2,1,3,1,2,1,2,2,2,1,2,2,2,2
10709,0,6,2,1,2,5,3,5,3,1,2,2,2,,4,3
1071,0,5,2,1,8,2,5,2,4,2,2,3,2,,4,2
10710,0,4,2,1,2,2,4,2,2,2,2,1,2,5,2,2
10711,1,3,,1,1,,3,5,5,2,3,4,5,3,5,5
10712,0,6,2,1,3,1,2,2,2,2,4,4,2,4,4,1
10713,0,3,1,,5,2,1,1,2,1,2,1,1,,2,2
10714,0,6,2,,7,2,2,2,2,2,2,2,2,,2,2
10715,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
10716,0,4,1,1,5,2,1,1,1,1,2,1,1,4,1,1
10717,0,5,2,1,2,1,2,2,2,2,2,2,1,2,2,2
10718,0,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2
10719,1,3,1,,1,4,1,1,2,1,1,1,1,,2,2
1072,1,5,1,1,1,1,4,4,4,4,2,4,2,,2,3
10720,0,3,2,1,4,1,2,2,4,2,5,2,2,5,2,2
10721,1,4,2,1,6,2,3,2,3,5,4,2,2,,3,3
10722,1,3,1,1,4,2,1,2,2,1,1,4,2,2,2,2
10723,0,3,2,1,3,2,1,2,2,1,1,2,2,1,2,1
10724,0,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1
10725,0,5,1,1,2,1,1,1,1,1,1,2,1,1,1,1
10726,0,5,,1,2,,1,1,1,1,1,4,1,5,1,1
10727,0,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1
